ville,date_extraction,date_observation,temperature,temp_min,temp_max,humidite,pression,vent_vitesse,vent_direction,precipitation,description,latitude,longitude
Sydney,2025-07-04,2021-01-18,23.7,18.4,29.9,70.2,1012.5,4.0,36.5,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-01-19,21.6,19.2,23.9,72.5,1016.3,4.7,160.7,0.014,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-01-20,19.4,17.1,22.7,70.6,1022.1,2.5,167.4,1.047,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-01-21,21.2,15.0,27.5,68.7,1017.2,29.8,31.0,0.002,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-01-22,25.0,18.3,32.3,69.0,1010.0,14.5,15.8,0.002,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-01-23,26.2,22.6,31.0,71.2,1011.0,3.5,101.0,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-01-24,26.9,22.3,33.6,67.2,1011.1,4.3,56.2,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-01-25,25.9,22.0,32.0,72.9,1007.3,19.3,41.0,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-01-26,28.1,21.9,37.0,65.4,1002.1,4.5,10.8,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-01-27,21.6,18.9,24.5,89.9,1011.9,5.1,166.0,11.788,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-01-28,19.9,19.0,22.1,88.4,1019.7,4.2,137.8,7.363,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-01-29,20.0,18.7,20.7,96.4,1016.7,3.8,81.9,14.344,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-01-30,23.7,20.9,28.5,89.9,1011.2,3.3,17.7,14.03,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-01-31,22.1,21.0,23.1,88.2,1015.0,3.9,159.7,0.573,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-01,23.5,20.7,28.1,79.8,1013.4,3.7,102.1,0.176,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-02,20.5,17.7,23.5,78.9,1010.5,3.9,174.6,14.768,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-03,20.6,17.6,24.8,71.7,1012.9,3.3,152.4,4.343,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-04,22.7,18.0,28.3,78.0,1011.6,4.5,31.9,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-02-05,24.0,20.8,28.1,81.4,1009.8,5.5,35.3,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-02-06,22.8,21.7,24.2,87.4,1004.1,3.5,22.4,0.91,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-07,22.9,19.3,28.0,76.9,1006.6,4.4,149.8,0.191,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-08,21.2,20.0,22.9,72.9,1013.5,3.5,161.0,0.029,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-09,21.0,19.2,24.2,67.8,1016.5,28.1,158.8,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-02-10,20.8,16.7,26.2,74.1,1016.2,11.0,102.4,1.932,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-11,23.5,20.8,27.1,56.9,1013.1,38.3,34.1,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-02-12,25.1,20.8,33.9,59.1,1007.5,34.1,22.8,1.4,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-13,20.8,19.4,22.9,91.0,1008.6,34.5,163.2,0.205,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-02-14,20.4,16.9,24.9,77.0,1015.9,4.1,187.6,0.305,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-15,20.4,18.9,23.0,72.9,1018.6,5.9,182.7,0.86,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-16,21.9,19.3,26.5,85.4,1021.2,3.9,149.9,5.289,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-17,21.7,18.8,25.2,73.8,1023.4,9.2,129.9,5.584,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-18,22.0,20.0,24.9,72.7,1023.9,16.0,113.6,1.082,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-19,24.1,20.6,28.3,81.0,1019.9,19.3,80.0,5.689,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-20,24.2,20.9,27.9,77.7,1014.8,27.0,55.7,0.8,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-21,23.9,21.2,27.6,81.5,1010.1,22.3,147.5,0.004,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-22,23.4,20.0,28.8,82.3,1006.8,12.4,205.0,0.01,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-23,20.2,17.4,21.2,70.6,1013.0,4.1,178.6,0.084,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-02-24,19.0,16.6,21.5,91.7,1016.7,12.3,190.4,14.41,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-25,20.2,18.1,23.7,93.0,1010.9,2.4,335.2,4.748,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-26,22.2,17.8,27.5,79.6,1010.1,3.8,134.0,0.196,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-02-27,21.4,19.8,23.1,86.1,1013.2,2.4,49.2,0.205,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-02-28,23.4,20.2,28.0,81.6,1011.4,3.1,133.2,0.169,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-03-01,24.5,19.8,30.6,83.0,1008.5,3.8,46.4,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-03-02,21.2,19.0,24.0,72.8,1011.4,4.3,162.7,0.797,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-03-03,19.9,18.3,22.6,65.8,1015.1,3.7,170.9,0.002,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-03-04,21.4,16.0,28.1,68.4,1011.9,21.5,348.2,0.512,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-03-05,20.7,18.8,23.8,67.7,1008.0,31.5,171.2,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-03-06,20.5,18.0,23.2,61.0,1012.5,20.5,172.9,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-03-07,21.3,16.2,26.8,68.3,1013.8,3.6,33.2,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-03-08,23.5,19.5,30.2,73.4,1010.4,3.7,332.6,0.074,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-03-09,23.2,19.5,28.0,73.9,1012.1,4.0,147.2,0.002,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-03-10,23.0,20.2,27.0,70.9,1019.9,3.5,100.0,0.006,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-03-11,22.9,20.0,25.8,77.3,1020.6,15.8,29.1,0.253,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-03-12,23.2,21.7,26.2,83.4,1017.1,4.1,20.8,25.73,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-03-13,24.1,20.4,28.9,83.0,1012.7,3.6,28.9,0.013,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-03-14,18.8,14.8,25.8,91.6,1014.2,4.9,195.9,19.034,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-03-15,17.5,12.2,23.0,73.0,1021.8,3.4,191.2,1.705,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-03-16,18.1,15.2,20.9,80.7,1024.5,3.5,170.0,11.845,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-03-17,19.8,18.1,22.2,78.5,1024.3,4.6,117.3,9.041,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-03-18,19.5,17.4,21.4,90.1,1023.8,4.3,103.9,53.122,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-03-19,21.6,19.7,24.9,77.9,1024.6,33.7,99.7,2.901,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-03-20,20.1,18.7,21.2,96.4,1022.1,5.2,103.9,109.797,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-03-21,19.7,18.1,21.7,90.3,1023.5,23.4,79.9,13.32,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-03-22,18.7,17.9,19.8,97.9,1021.1,3.0,53.8,29.582,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-03-23,18.9,17.5,20.3,99.1,1006.1,4.0,41.0,28.195,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-03-24,22.8,17.7,28.9,70.7,998.8,3.4,294.4,0.016,Rain,-33.8696,151.207
Sydney,2025-07-04,2021-03-25,21.7,17.5,28.3,64.5,1003.8,12.6,297.4,1.707,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-03-26,19.9,15.2,24.9,71.7,1012.6,2.8,160.2,0.171,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-03-27,21.2,16.7,27.7,68.2,1012.6,2.8,314.4,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-03-28,20.5,16.6,25.2,68.2,1016.1,3.1,156.7,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-03-29,20.2,15.8,25.4,74.3,1019.5,16.3,157.3,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-03-30,18.8,16.2,22.2,69.4,1022.9,3.5,188.1,3.712,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-03-31,18.6,14.7,23.6,73.9,1023.6,21.9,195.5,4.853,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-04-01,19.5,14.6,26.2,81.4,1024.4,2.2,103.7,6.165,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-04-02,20.4,16.2,26.5,81.5,1026.1,2.4,65.9,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-04-03,20.5,15.9,26.6,81.1,1024.1,3.1,5.7,0.002,Rain,-33.8696,151.207
Sydney,2025-07-04,2021-04-04,21.6,16.8,27.3,80.3,1018.5,2.8,359.4,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-04-05,22.2,17.7,27.7,82.0,1018.8,3.2,151.3,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-04-06,22.1,19.2,26.6,86.0,1020.7,3.2,127.9,0.843,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-04-07,21.0,18.7,25.1,89.3,1017.6,2.9,126.0,6.052,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-04-08,21.1,18.5,26.3,87.3,1012.0,2.5,93.8,0.219,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-04-09,21.5,17.2,28.7,77.0,1005.0,5.0,261.2,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-04-10,19.2,15.4,24.2,60.7,1006.1,3.8,258.8,0.186,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-04-11,15.7,12.8,18.9,46.2,1010.1,5.1,265.2,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-04-12,14.4,9.8,19.4,53.9,1018.4,3.0,225.2,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-04-13,15.9,10.4,22.5,68.3,1020.2,2.9,348.6,0.005,Rain,-33.8696,151.207
Sydney,2025-07-04,2021-04-14,20.4,13.8,26.6,46.4,1014.2,2.6,313.5,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-04-15,20.3,16.3,26.2,49.5,1014.4,2.7,266.5,0.002,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-04-16,18.1,15.8,21.4,55.4,1020.2,3.9,176.0,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-04-17,16.1,13.2,18.4,74.8,1022.8,1.2,334.9,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-04-18,15.7,10.9,22.2,80.4,1020.7,2.2,359.0,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-04-19,16.9,11.7,23.3,76.8,1017.2,2.1,334.2,0.002,Rain,-33.8696,151.207
Sydney,2025-07-04,2021-04-20,17.0,11.1,22.2,63.6,1013.2,2.0,319.1,0.002,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-04-21,16.7,13.4,19.9,56.7,1012.6,3.5,216.4,0.011,Rain,-33.8696,151.207
Sydney,2025-07-04,2021-04-22,14.7,10.1,20.6,56.8,1013.4,3.5,269.1,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-04-23,15.0,9.2,22.0,59.5,1017.3,2.9,257.9,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-04-24,15.6,10.6,22.4,71.2,1021.1,2.0,319.6,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-04-25,16.1,11.3,22.8,70.8,1023.2,2.7,182.5,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-04-26,16.5,12.0,22.6,79.6,1024.5,2.0,345.3,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-04-27,17.3,13.2,23.3,79.3,1026.1,2.3,116.9,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-04-28,17.3,13.9,22.4,80.3,1025.1,2.3,23.3,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-04-29,16.8,12.8,22.0,82.8,1024.3,2.6,18.8,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-04-30,17.4,12.8,23.1,83.9,1027.7,2.6,81.3,0.002,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-05-01,18.1,14.1,22.4,88.6,1029.1,2.4,48.0,0.111,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-05-02,18.5,14.9,22.8,84.6,1026.6,2.9,21.1,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-05-03,18.3,13.8,24.5,83.6,1020.5,2.1,347.3,0.002,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-05-04,16.0,14.7,18.1,89.8,1016.2,2.3,251.7,7.934,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-05-05,16.4,14.3,18.6,95.5,1014.1,2.9,207.5,13.751,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-05-06,19.1,16.7,21.0,94.4,1011.9,5.6,156.4,3.413,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-05-07,19.4,16.7,21.8,89.6,1010.7,3.3,182.3,13.046,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-05-08,19.0,15.1,25.8,78.3,1013.1,2.1,287.3,0.015,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-05-09,17.5,16.2,19.3,75.6,1017.9,1.5,283.0,0.002,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-05-10,18.0,13.6,24.5,72.0,1014.3,2.6,296.0,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-05-11,17.6,15.0,22.2,74.8,1015.2,2.8,245.6,0.365,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-05-12,17.0,12.7,21.8,83.3,1018.6,3.5,187.4,0.166,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-05-13,17.7,13.5,23.8,75.5,1012.5,2.3,282.9,0.834,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-05-14,15.7,12.6,19.8,52.1,1012.0,4.0,261.8,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-05-15,13.2,10.6,17.6,54.4,1013.7,5.2,270.5,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-05-16,12.3,7.7,18.6,49.5,1019.5,2.8,270.6,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-05-17,13.4,9.1,19.1,57.8,1022.4,3.1,251.0,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-05-18,13.4,8.5,20.1,66.1,1027.7,1.9,332.8,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-05-19,13.6,8.4,20.3,75.0,1027.4,15.7,319.5,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-05-20,14.0,8.5,21.0,69.1,1026.4,2.5,274.4,0.002,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-05-21,13.1,9.9,16.4,81.7,1029.2,2.6,210.7,1.069,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-05-22,13.5,8.9,19.9,81.7,1026.6,1.9,252.0,0.169,Rain,-33.8696,151.207
Sydney,2025-07-04,2021-05-23,14.6,10.6,19.6,86.9,1026.6,2.9,245.7,0.004,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-05-24,15.3,13.0,18.5,92.8,1029.0,2.1,13.0,4.107,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-05-25,16.5,12.9,22.2,81.7,1023.7,2.8,7.5,0.022,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-05-26,17.0,13.2,21.5,56.4,1017.4,3.6,275.0,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-05-27,13.8,9.9,18.9,55.1,1022.3,3.5,260.3,0.011,Rain,-33.8696,151.207
Sydney,2025-07-04,2021-05-28,13.1,10.1,17.0,53.7,1024.3,4.5,222.2,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-05-29,11.9,8.7,15.0,58.0,1027.7,4.1,226.5,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-05-30,12.9,10.7,15.5,68.3,1027.0,3.3,225.7,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-05-31,13.3,9.8,19.8,70.7,1024.9,1.8,295.3,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-06-01,12.6,8.5,19.6,80.7,1022.4,2.1,313.5,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-06-02,14.8,9.9,22.0,68.3,1019.6,14.3,332.3,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-06-03,12.4,11.2,13.3,94.6,1013.3,8.7,288.1,7.854,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-06-04,14.3,10.6,19.8,75.7,1011.3,3.2,257.3,0.19,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-06-05,12.4,8.5,17.5,64.4,1020.8,2.9,267.8,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-06-06,12.7,7.9,20.7,66.5,1023.1,2.2,273.4,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-06-07,12.9,7.9,20.0,73.9,1021.2,1.8,332.3,0.002,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-06-08,14.2,11.3,18.3,67.4,1011.8,3.3,356.6,7.055,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-06-09,11.3,8.4,15.1,75.0,1004.1,3.6,310.2,0.811,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-06-10,8.3,6.8,10.1,86.1,1005.5,2.6,341.0,6.162,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-06-11,10.1,5.7,14.8,82.9,1010.7,3.0,293.6,0.182,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-06-12,12.7,9.4,18.2,64.3,1015.4,3.5,309.5,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-06-13,12.4,7.8,18.7,64.0,1016.2,3.3,283.0,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-06-14,13.1,9.9,17.8,72.2,1016.1,2.1,267.6,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-06-15,13.5,10.7,17.9,84.5,1016.9,1.6,273.8,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-06-16,13.4,8.6,19.9,84.8,1014.8,2.0,339.9,0.208,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-06-17,13.0,9.6,17.6,65.0,1008.5,3.6,294.0,6.108,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-06-18,12.9,8.7,18.1,68.2,1007.0,4.3,271.5,1.945,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-06-19,13.2,11.9,14.6,73.1,1013.2,5.6,220.8,2.761,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-06-20,12.4,11.4,14.2,90.1,1022.6,4.3,216.1,10.657,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-06-21,12.3,10.1,14.8,89.2,1026.6,25.8,222.9,1.171,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-06-22,12.5,9.5,17.4,89.2,1030.2,1.5,299.5,0.388,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-06-23,14.1,10.2,18.3,80.7,1025.1,2.3,350.7,0.015,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-06-24,16.9,14.1,21.2,69.8,1014.5,3.7,356.3,0.079,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-06-25,15.2,11.5,19.5,65.4,1015.0,3.9,303.1,0.029,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-06-26,13.5,9.3,18.7,63.6,1019.2,3.9,284.2,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-06-27,12.1,7.8,19.2,66.5,1025.5,2.4,282.0,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-06-28,11.5,7.9,16.5,81.9,1031.2,2.9,232.1,1.616,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-06-29,12.5,10.0,15.7,94.2,1032.8,1.9,238.5,22.193,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-06-30,13.7,11.5,17.3,95.1,1029.8,1.6,342.8,5.611,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-07-01,13.4,11.0,16.6,95.7,1023.5,4.1,324.5,1.748,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-07-02,14.0,11.3,20.0,87.6,1017.8,2.0,298.8,1.993,"Rain, Partially cloudy",-33.8696,151.207
Sydney,2025-07-04,2021-07-03,13.0,8.4,19.8,77.8,1017.7,1.7,303.2,0.013,Rain,-33.8696,151.207
Sydney,2025-07-04,2021-07-04,10.8,8.1,15.6,62.6,1020.9,3.0,289.6,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-07-05,10.7,6.6,16.9,62.9,1020.1,2.9,268.7,0.0,Clear,-33.8696,151.207
Sydney,2025-07-04,2021-07-06,10.3,6.0,16.2,71.2,1021.2,2.2,280.4,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-07-07,10.1,5.5,18.1,75.2,1024.5,1.7,302.9,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-07-08,10.6,6.0,16.4,83.9,1022.4,1.6,327.3,0.0,Partially cloudy,-33.8696,151.207
Sydney,2025-07-04,2021-07-09,10.4,8.6,12.1,93.7,1014.2,2.8,268.6,4.544,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-07-10,12.1,10.3,14.1,86.8,1017.7,4.4,222.4,11.557,"Rain, Overcast",-33.8696,151.207
Sydney,2025-07-04,2021-07-11,11.9,9.4,17.1,90.7,1025.3,2.6,218.1,4.297,"Rain, Partially cloudy",-33.8696,151.207
